metric,value
rouge1_f1,0.46375210032730074
rouge2_f1,0.2297351591031807
rougeL_f1,0.40621536640007566
bleu,16.312137527373295
bertscore_precision,0.9178749918937683
bertscore_recall,0.9153171181678772
bertscore_f1,0.9165310263633728
num_examples,601.0
