group_field,group_value,numeric_field,count,mean,median,std,min,p10,p25,p50,p75,p90,max
information_type,Affected individuals,reward,2303,0.6455931170345367,0.664853922277689,0.10693059959742778,0.3280066005140543,0.4744693824648856,0.5786615215490262,0.664853922277689,0.738555200137198,0.7740773848742246,0.8174391344189644
information_type,Affected individuals,relevance,2303,0.7048517891064713,0.7064076110720634,0.05440193769551058,0.5598660074174404,0.6337882873415946,0.6637308485805988,0.7064076110720634,0.7417951695621013,0.7778933322429658,0.884343473613262
information_type,Affected individuals,factuality,2303,0.478497896519786,0.477190226316452,0.005453618639029906,0.46783146262168884,0.47344982624053955,0.4748712480068207,0.477190226316452,0.48067572712898254,0.48477426171302795,0.5221772789955139
information_type,Affected individuals,role_coverage,2303,0.7441308438268924,1.0,0.3380000946173893,0.0,0.25,0.5,1.0,1.0,1.0,1.0
information_type,Affected individuals,urgency,2303,0.6522217397597336,0.5,0.36165620602514853,0.0,0.0,0.5,0.5,1.0,1.0,1.0
information_type,Affected individuals,summary_word_count,2303,17.61094224924012,17.0,2.6778530061513703,7.0,15.0,16.0,17.0,20.0,21.0,27.0
information_type,Affected individuals,summary_char_length,2303,120.80243161094225,118.0,17.179851846352808,49.0,101.0,109.0,118.0,134.0,145.0,190.0
information_type,Affected individuals,summary_sentence_count,2303,1.002605297438124,1.0,0.05098665186801701,1.0,1.0,1.0,1.0,1.0,1.0,2.0
information_type,Caution and advice,reward,697,0.6582829865204143,0.6713136008971681,0.0889025455091566,0.3503535540401935,0.5354352336674929,0.6229525258392096,0.6713136008971681,0.6977693819999695,0.775006964996457,0.8153317278623581
information_type,Caution and advice,relevance,697,0.7050181862836038,0.7100998610258102,0.06083525988937659,0.5731091989204287,0.6153643714636564,0.660960230231285,0.7100998610258102,0.7530169934034348,0.7812226188182831,0.8684590339660644
