metric,value
rouge1_f1,0.49199992920760965
rouge2_f1,0.24992519458870152
rougeL_f1,0.426849491732664
bleu,17.85980033496186
bertscore_precision,0.9221712946891785
bertscore_recall,0.9192530512809753
bertscore_f1,0.9206404685974121
num_examples,401.0
